ZipCode,StateCode,PrimaryCity,County
13790,NY,JOHNSON CITY,ATLANTIC
13794,NY,KILLAWOG,ATLANTIC
13902,NY,BINGHAMTON,ATLANTIC
13795,NY,KIRKWOOD,ATLANTIC
13796,NY,LAURENS,ATLANTIC
13797,NY,LISLE,ATLANTIC
13801,NY,MC DONOUGH,ATLANTIC
13902,NY,BINGHAMTON,ATLANTIC
13802,NY,MAINE,ATLANTIC
13803,NY,MARATHON,ATLANTIC
13804,NY,MASONVILLE,ATLANTIC
13806,NY,MERIDALE,ATLANTIC
13807,NY,MILFORD,ATLANTIC
13808,NY,MORRIS,ATLANTIC
13809,NY,MOUNT UPTON,ATLANTIC
13796,NY,LAURENS,ATLANTIC
13811,NY,NEWARK VALLEY,ATLANTIC
13812,NY,NICHOLS,ATLANTIC
13813,NY,NINEVEH,ATLANTIC
13814,NY,NORTH NORWICH,ATLANTIC
13815,NY,NORWICH,ATLANTIC
13820,NY,ONEONTA,ATLANTIC
13820,NY,ONEONTA,ATLANTIC
13825,NY,OTEGO,ATLANTIC
13902,NY,BINGHAMTON,ATLANTIC
13827,NY,OWEGO,ATLANTIC
13830,NY,OXFORD,ATLANTIC
13832,NY,PLYMOUTH,ATLANTIC
13902,NY,BINGHAMTON,ATLANTIC
13833,NY,PORT CRANE,ATLANTIC
13834,NY,PORTLANDVILLE,ATLANTIC
13835,NY,RICHFORD,ATLANTIC
13838,NY,SIDNEY,ATLANTIC
13839,NY,SIDNEY CENTER,ATLANTIC
13812,NY,NICHOLS,ATLANTIC
13841,NY,SMITHVILLE FLATS,ATLANTIC
13788,NY,HOBART,ATLANTIC
13843,NY,SOUTH NEW BERLIN,ATLANTIC
13844,NY,SOUTH PLYMOUTH,ATLANTIC
13812,NY,NICHOLS,ATLANTIC
13775,NY,FRANKLIN,ATLANTIC
13847,NY,TROUT CREEK,ATLANTIC
13848,NY,TUNNEL,ATLANTIC
13849,NY,UNADILLA,ATLANTIC
13850,NY,VESTAL,ATLANTIC
13850,NY,VESTAL,ATLANTIC
13856,NY,WALTON,ATLANTIC
13859,NY,WELLS BRIDGE,ATLANTIC
13860,NY,WEST DAVENPORT,ATLANTIC
13861,NY,WEST ONEONTA,ATLANTIC
13902,NY,BINGHAMTON,ATLANTIC
13862,NY,WHITNEY POINT,ATLANTIC
13863,NY,WILLET,ATLANTIC
13743,NY,CANDOR,ATLANTIC
13864,NY,WILLSEYVILLE,ATLANTIC
13902,NY,BINGHAMTON,ATLANTIC
13865,NY,WINDSOR,ATLANTIC
13902,NY,BINGHAMTON,ATLANTIC
13902,NY,BINGHAMTON,ATLANTIC
13902,NY,BINGHAMTON,ATLANTIC
13903,NY,BINGHAMTON,ATLANTIC
13902,NY,BINGHAMTON,ATLANTIC
13902,NY,BINGHAMTON,ATLANTIC
14001,NY,AKRON,ATLANTIC
14004,NY,ALDEN,ATLANTIC
14005,NY,ALEXANDER,ATLANTIC
14006,NY,ANGOLA,ATLANTIC
14008,NY,APPLETON,ATLANTIC
14108,NY,NEWFANE,ATLANTIC
14009,NY,ARCADE,ATLANTIC
14010,NY,ATHOL SPRINGS,ATLANTIC
14011,NY,ATTICA,ATLANTIC
14012,NY,BARKER,ATLANTIC
14013,NY,BASOM,ATLANTIC
14020,NY,BATAVIA,ATLANTIC
14020,NY,BATAVIA,ATLANTIC
14024,NY,BLISS,ATLANTIC
14025,NY,BOSTON,ATLANTIC
14026,NY,BOWMANSVILLE,ATLANTIC
14043,NY,DEPEW,ATLANTIC
14027,NY,BRANT,ATLANTIC
14108,NY,NEWFANE,ATLANTIC
14029,NY,CENTERVILLE,ATLANTIC
14030,NY,CHAFFEE,ATLANTIC
14031,NY,CLARENCE,ATLANTIC
14031,NY,CLARENCE,ATLANTIC
14032,NY,CLARENCE CENTER,ATLANTIC
14033,NY,COLDEN,ATLANTIC
14034,NY,COLLINS,ATLANTIC
14035,NY,COLLINS CENTER,ATLANTIC
14036,NY,CORFU,ATLANTIC
14011,NY,ATTICA,ATLANTIC
14039,NY,DALE,ATLANTIC
14036,NY,CORFU,ATLANTIC
14040,NY,DARIEN CENTER,ATLANTIC
14041,NY,DAYTON,ATLANTIC
14070,NY,GOWANDA,ATLANTIC
14042,NY,DELEVAN,ATLANTIC
14043,NY,DEPEW,ATLANTIC
14043,NY,DEPEW,ATLANTIC
14047,NY,DERBY,ATLANTIC
14048,NY,DUNKIRK,ATLANTIC
14051,NY,EAST AMHERST,ATLANTIC
14051,NY,EAST AMHERST,ATLANTIC
14052,NY,EAST AURORA,ATLANTIC
14020,NY,BATAVIA,ATLANTIC
14143,NY,STAFFORD,ATLANTIC
14055,NY,EAST CONCORD,ATLANTIC
14141,NY,SPRINGVILLE,ATLANTIC
14056,NY,EAST PEMBROKE,ATLANTIC
14057,NY,EDEN,ATLANTIC
14125,NY,OAKFIELD,ATLANTIC
14125,NY,OAKFIELD,ATLANTIC
14059,NY,ELMA,ATLANTIC
14042,NY,DELEVAN,ATLANTIC
14060,NY,FARMERSVILLE STATION,ATLANTIC
14027,NY,BRANT,ATLANTIC
14062,NY,FORESTVILLE,ATLANTIC
14063,NY,FREDONIA,ATLANTIC
14065,NY,FREEDOM,ATLANTIC
14066,NY,GAINESVILLE,ATLANTIC
14067,NY,GASPORT,ATLANTIC
14068,NY,GETZVILLE,ATLANTIC
14033,NY,COLDEN,ATLANTIC
14069,NY,GLENWOOD,ATLANTIC
14070,NY,GOWANDA,ATLANTIC
14072,NY,GRAND ISLAND,ATLANTIC
14075,NY,HAMBURG,ATLANTIC
14080,NY,HOLLAND,ATLANTIC
14081,NY,IRVING,ATLANTIC
14136,NY,SILVER CREEK,ATLANTIC
14082,NY,JAVA CENTER,ATLANTIC
14145,NY,STRYKERSVILLE,ATLANTIC
14083,NY,JAVA VILLAGE,ATLANTIC
14145,NY,STRYKERSVILLE,ATLANTIC
14075,NY,HAMBURG,ATLANTIC
14085,NY,LAKE VIEW,ATLANTIC
14086,NY,LANCASTER,ATLANTIC
14043,NY,DEPEW,ATLANTIC
14034,NY,COLLINS,ATLANTIC
14091,NY,LAWTONS,ATLANTIC
14092,NY,LEWISTON,ATLANTIC
14094,NY,LOCKPORT,ATLANTIC
14094,NY,LOCKPORT,ATLANTIC
14098,NY,LYNDONVILLE,ATLANTIC
14101,NY,MACHIAS,ATLANTIC
14059,NY,ELMA,ATLANTIC
14102,NY,MARILLA,ATLANTIC
14103,NY,MEDINA,ATLANTIC
14105,NY,MIDDLEPORT,ATLANTIC
14107,NY,MODEL CITY,ATLANTIC
14108,NY,NEWFANE,ATLANTIC
14109,NY,NIAGARA UNIVERSITY,ATLANTIC
14110,NY,NORTH BOSTON,ATLANTIC
14111,NY,NORTH COLLINS,ATLANTIC
14112,NY,NORTH EVANS,ATLANTIC
14113,NY,NORTH JAVA,ATLANTIC
14145,NY,STRYKERSVILLE,ATLANTIC
14120,NY,NORTH TONAWANDA,ATLANTIC
14125,NY,OAKFIELD,ATLANTIC
14126,NY,OLCOTT,ATLANTIC
14127,NY,ORCHARD PARK,ATLANTIC
14129,NY,PERRYSBURG,ATLANTIC
14130,NY,PIKE,ATLANTIC
14131,NY,RANSOMVILLE,ATLANTIC
14132,NY,SANBORN,ATLANTIC
14065,NY,FREEDOM,ATLANTIC
14030,NY,CHAFFEE,ATLANTIC
14134,NY,SARDINIA,ATLANTIC
14135,NY,SHERIDAN,ATLANTIC
14136,NY,SILVER CREEK,ATLANTIC
14138,NY,SOUTH DAYTON,ATLANTIC
14139,NY,SOUTH WALES,ATLANTIC
14140,NY,SPRING BROOK,ATLANTIC
14141,NY,SPRINGVILLE,ATLANTIC
14020,NY,BATAVIA,ATLANTIC
14143,NY,STAFFORD,ATLANTIC
14145,NY,STRYKERSVILLE,ATLANTIC
14150,NY,TONAWANDA,ATLANTIC
14150,NY,TONAWANDA,ATLANTIC
14048,NY,DUNKIRK,ATLANTIC
14167,NY,VARYSBURG,ATLANTIC
14168,NY,VERSAILLES,ATLANTIC
14169,NY,WALES CENTER,ATLANTIC
14170,NY,WEST FALLS,ATLANTIC
14171,NY,WEST VALLEY,ATLANTIC
14172,NY,WILSON,ATLANTIC
14173,NY,YORKSHIRE,ATLANTIC
14092,NY,LEWISTON,ATLANTIC
14174,NY,YOUNGSTOWN,ATLANTIC
14202,NY,BUFFALO,ATLANTIC
14202,NY,BUFFALO,ATLANTIC
14202,NY,BUFFALO,ATLANTIC
14202,NY,BUFFALO,ATLANTIC
14203,NY,BUFFALO,ATLANTIC
14240,NY,BUFFALO,ATLANTIC
14207,NY,BUFFALO,ATLANTIC
14240,NY,BUFFALO,ATLANTIC
14215,NY,BUFFALO,ATLANTIC
14203,NY,BUFFALO,ATLANTIC
14240,NY,BUFFALO,ATLANTIC
14240,NY,BUFFALO,ATLANTIC
14212,NY,BUFFALO,ATLANTIC
14240,NY,BUFFALO,ATLANTIC
14213,NY,BUFFALO,ATLANTIC
14215,NY,BUFFALO,ATLANTIC
14215,NY,BUFFALO,ATLANTIC
14207,NY,BUFFALO,ATLANTIC
14217,NY,BUFFALO,ATLANTIC
14207,NY,BUFFALO,ATLANTIC
14218,NY,BUFFALO,ATLANTIC
14220,NY,BUFFALO,ATLANTIC
14219,NY,BUFFALO,ATLANTIC
14220,NY,BUFFALO,ATLANTIC
14221,NY,BUFFALO,ATLANTIC
14213,NY,BUFFALO,ATLANTIC
14223,NY,BUFFALO,ATLANTIC
14224,NY,BUFFALO,ATLANTIC
14225,NY,BUFFALO,ATLANTIC
14226,NY,BUFFALO,ATLANTIC
14225,NY,BUFFALO,ATLANTIC
14226,NY,BUFFALO,ATLANTIC
14221,NY,BUFFALO,ATLANTIC
14240,NY,BUFFALO,ATLANTIC
14301,NY,NIAGARA FALLS,ATLANTIC
14301,NY,NIAGARA FALLS,ATLANTIC
14301,NY,NIAGARA FALLS,ATLANTIC
14301,NY,NIAGARA FALLS,ATLANTIC
14304,NY,NIAGARA FALLS,ATLANTIC
14305,NY,NIAGARA FALLS,ATLANTIC
14301,NY,NIAGARA FALLS,ATLANTIC
14410,NY,ADAMS BASIN,ATLANTIC
14411,NY,ALBION,ATLANTIC
14413,NY,ALTON,ATLANTIC
14414,NY,AVON,ATLANTIC
14415,NY,BELLONA,ATLANTIC
14416,NY,BERGEN,ATLANTIC
14478,NY,KEUKA PARK,ATLANTIC
14420,NY,BROCKPORT,ATLANTIC
14422,NY,BYRON,ATLANTIC
14511,NY,MUMFORD,ATLANTIC
14546,NY,SCOTTSVILLE,ATLANTIC
14424,NY,CANANDAIGUA,ATLANTIC
14425,NY,FARMINGTON,ATLANTIC
14427,NY,CASTILE,ATLANTIC
14530,NY,PERRY,ATLANTIC
14428,NY,CHURCHVILLE,ATLANTIC
14429,NY,CLARENDON,ATLANTIC
14430,NY,CLARKSON,ATLANTIC
14432,NY,CLIFTON SPRINGS,ATLANTIC
14433,NY,CLYDE,ATLANTIC
14435,NY,CONESUS,ATLANTIC
14437,NY,DANSVILLE,ATLANTIC
14441,NY,DRESDEN,ATLANTIC
14469,NY,BLOOMFIELD,ATLANTIC
14445,NY,EAST ROCHESTER,ATLANTIC
14589,NY,WILLIAMSON,ATLANTIC
14450,NY,FAIRPORT,ATLANTIC
14452,NY,FANCHER,ATLANTIC
14453,NY,FISHERS,ATLANTIC
14454,NY,GENESEO,ATLANTIC
14456,NY,GENEVA,ATLANTIC
14461,NY,GORHAM,ATLANTIC
14462,NY,GROVELAND,ATLANTIC
14463,NY,HALL,ATLANTIC
14464,NY,HAMLIN,ATLANTIC
14466,NY,HEMLOCK,ATLANTIC
14467,NY,HENRIETTA,ATLANTIC
14468,NY,HILTON,ATLANTIC
14469,NY,BLOOMFIELD,ATLANTIC
14470,NY,HOLLEY,ATLANTIC
14471,NY,HONEOYE,ATLANTIC
14472,NY,HONEOYE FALLS,ATLANTIC
14475,NY,IONIA,ATLANTIC
14564,NY,VICTOR,ATLANTIC
14476,NY,KENDALL,ATLANTIC
14477,NY,KENT,ATLANTIC
14478,NY,KEUKA PARK,ATLANTIC
14480,NY,LAKEVILLE,ATLANTIC
14481,NY,LEICESTER,ATLANTIC
14510,NY,MOUNT MORRIS,ATLANTIC
14482,NY,LE ROY,ATLANTIC
14485,NY,LIMA,ATLANTIC
14525,NY,PAVILION,ATLANTIC
14487,NY,LIVONIA,ATLANTIC
14487,NY,LIVONIA,ATLANTIC
14489,NY,LYONS,ATLANTIC
14502,NY,MACEDON,ATLANTIC
14504,NY,MANCHESTER,ATLANTIC
14505,NY,MARION,ATLANTIC
14589,NY,WILLIAMSON,ATLANTIC
14506,NY,MENDON,ATLANTIC
14534,NY,PITTSFORD,ATLANTIC
14507,NY,MIDDLESEX,ATLANTIC
14508,NY,MORTON,ATLANTIC
14510,NY,MOUNT MORRIS,ATLANTIC
14511,NY,MUMFORD,ATLANTIC
14512,NY,NAPLES,ATLANTIC
14513,NY,NEWARK,ATLANTIC
14514,NY,NORTH CHILI,ATLANTIC
14515,NY,NORTH GREECE,ATLANTIC
14516,NY,NORTH ROSE,ATLANTIC
14517,NY,NUNDA,ATLANTIC
14532,NY,PHELPS,ATLANTIC
14519,NY,ONTARIO,ATLANTIC
14520,NY,ONTARIO CENTER,ATLANTIC
14521,NY,OVID,ATLANTIC
14522,NY,PALMYRA,ATLANTIC
14525,NY,PAVILION,ATLANTIC
14526,NY,PENFIELD,ATLANTIC
14527,NY,PENN YAN,ATLANTIC
14529,NY,PERKINSVILLE,ATLANTIC
14530,NY,PERRY,ATLANTIC
14532,NY,PHELPS,ATLANTIC
14454,NY,GENESEO,ATLANTIC
14533,NY,PIFFARD,ATLANTIC
14534,NY,PITTSFORD,ATLANTIC
14517,NY,NUNDA,ATLANTIC
14536,NY,PORTAGEVILLE,ATLANTIC
14537,NY,PORT GIBSON,ATLANTIC
14538,NY,PULTNEYVILLE,ATLANTIC
14539,NY,RETSOF,ATLANTIC
14541,NY,ROMULUS,ATLANTIC
14542,NY,ROSE,ATLANTIC
14543,NY,RUSH,ATLANTIC
14544,NY,RUSHVILLE,ATLANTIC
14462,NY,GROVELAND,ATLANTIC
14546,NY,SCOTTSVILLE,ATLANTIC
14547,NY,SENECA CASTLE,ATLANTIC
14548,NY,SHORTSVILLE,ATLANTIC
14549,NY,SILVER LAKE,ATLANTIC
14550,NY,SILVER SPRINGS,ATLANTIC
14551,NY,SODUS,ATLANTIC
14551,NY,SODUS,ATLANTIC
14555,NY,SODUS POINT,ATLANTIC
14556,NY,SONYEA,ATLANTIC
14557,NY,SOUTH BYRON,ATLANTIC
14487,NY,LIVONIA,ATLANTIC
14559,NY,SPENCERPORT,ATLANTIC
14560,NY,SPRINGWATER,ATLANTIC
14572,NY,WAYLAND,ATLANTIC
14561,NY,STANLEY,ATLANTIC
14563,NY,UNION HILL,ATLANTIC
14564,NY,VICTOR,ATLANTIC
14519,NY,ONTARIO,ATLANTIC
14568,NY,WALWORTH,ATLANTIC
14569,NY,WARSAW,ATLANTIC
14571,NY,WATERPORT,ATLANTIC
14572,NY,WAYLAND,ATLANTIC
14580,NY,WEBSTER,ATLANTIC
14585,NY,WEST BLOOMFIELD,ATLANTIC
14467,NY,HENRIETTA,ATLANTIC
14586,NY,WEST HENRIETTA,ATLANTIC
14588,NY,WILLARD,ATLANTIC
14589,NY,WILLIAMSON,ATLANTIC
14590,NY,WOLCOTT,ATLANTIC
14591,NY,WYOMING,ATLANTIC
14592,NY,YORK,ATLANTIC
14692,NY,ROCHESTER,ATLANTIC
14603,NY,ROCHESTER,ATLANTIC
14603,NY,ROCHESTER,ATLANTIC
14603,NY,ROCHESTER,ATLANTIC
14606,NY,ROCHESTER,ATLANTIC
14603,NY,ROCHESTER,ATLANTIC
14603,NY,ROCHESTER,ATLANTIC
14609,NY,ROCHESTER,ATLANTIC
14610,NY,ROCHESTER,ATLANTIC
14625,NY,ROCHESTER,ATLANTIC
14624,NY,ROCHESTER,ATLANTIC
14612,NY,ROCHESTER,ATLANTIC
14612,NY,ROCHESTER,ATLANTIC
14613,NY,ROCHESTER,ATLANTIC
14606,NY,ROCHESTER,ATLANTIC
14603,NY,ROCHESTER,ATLANTIC
14614,NY,ROCHESTER,ATLANTIC
14606,NY,ROCHESTER,ATLANTIC
14615,NY,ROCHESTER,ATLANTIC
14612,NY,ROCHESTER,ATLANTIC
14621,NY,ROCHESTER,ATLANTIC
14618,NY,ROCHESTER,ATLANTIC
14692,NY,ROCHESTER,ATLANTIC
14619,NY,ROCHESTER,ATLANTIC
14624,NY,ROCHESTER,ATLANTIC
14692,NY,ROCHESTER,ATLANTIC
14621,NY,ROCHESTER,ATLANTIC
14621,NY,ROCHESTER,ATLANTIC
14692,NY,ROCHESTER,ATLANTIC
14624,NY,ROCHESTER,ATLANTIC
14625,NY,ROCHESTER,ATLANTIC
14612,NY,ROCHESTER,ATLANTIC
14626,NY,ROCHESTER,ATLANTIC
14692,NY,ROCHESTER,ATLANTIC
14701,NY,JAMESTOWN,ATLANTIC
14701,NY,JAMESTOWN,ATLANTIC
14701,NY,JAMESTOWN,ATLANTIC
14706,NY,ALLEGANY,ATLANTIC
14707,NY,ALLENTOWN,ATLANTIC
14715,NY,BOLIVAR,ATLANTIC
14709,NY,ANGELICA,ATLANTIC
14710,NY,ASHVILLE,ATLANTIC
14711,NY,BELFAST,ATLANTIC
14712,NY,BEMUS POINT,ATLANTIC
14714,NY,BLACK CREEK,ATLANTIC
14715,NY,BOLIVAR,ATLANTIC
14716,NY,BROCTON,ATLANTIC
14711,NY,BELFAST,ATLANTIC
14717,NY,CANEADEA,ATLANTIC
14718,NY,CASSADAGA,ATLANTIC
14719,NY,CATTARAUGUS,ATLANTIC
14720,NY,CELORON,ATLANTIC
14721,NY,CERES,ATLANTIC
14722,NY,CHAUTAUQUA,ATLANTIC
14723,NY,CHERRY CREEK,ATLANTIC
14724,NY,CLYMER,ATLANTIC
14726,NY,CONEWANGO VALLEY,ATLANTIC
14772,NY,RANDOLPH,ATLANTIC
14727,NY,CUBA,ATLANTIC
14728,NY,DEWITTVILLE,ATLANTIC
14757,NY,MAYVILLE,ATLANTIC
14719,NY,CATTARAUGUS,ATLANTIC
14729,NY,EAST OTTO,ATLANTIC
14772,NY,RANDOLPH,ATLANTIC
14731,NY,ELLICOTTVILLE,ATLANTIC
14732,NY,ELLINGTON,ATLANTIC
14733,NY,FALCONER,ATLANTIC
14735,NY,FILLMORE,ATLANTIC
14736,NY,FINDLEY LAKE,ATLANTIC
14737,NY,FRANKLINVILLE,ATLANTIC
14738,NY,FREWSBURG,ATLANTIC
14739,NY,FRIENDSHIP,ATLANTIC
14740,NY,GERRY,ATLANTIC
14741,NY,GREAT VALLEY,ATLANTIC
14742,NY,GREENHURST,ATLANTIC
14743,NY,HINSDALE,ATLANTIC
14744,NY,HOUGHTON,ATLANTIC
14745,NY,HUME,ATLANTIC
14747,NY,KENNEDY,ATLANTIC
14772,NY,RANDOLPH,ATLANTIC
14748,NY,KILL BUCK,ATLANTIC
14750,NY,LAKEWOOD,ATLANTIC
14726,NY,CONEWANGO VALLEY,ATLANTIC
14752,NY,LILY DALE,ATLANTIC
14753,NY,LIMESTONE,ATLANTIC
14754,NY,LITTLE GENESEE,ATLANTIC
14755,NY,LITTLE VALLEY,ATLANTIC
14728,NY,DEWITTVILLE,ATLANTIC
14757,NY,MAYVILLE,ATLANTIC
14750,NY,LAKEWOOD,ATLANTIC
14760,NY,OLEAN,ATLANTIC
14766,NY,OTTO,ATLANTIC
14750,NY,LAKEWOOD,ATLANTIC
14767,NY,PANAMA,ATLANTIC
14769,NY,PORTLAND,ATLANTIC
14770,NY,PORTVILLE,ATLANTIC
14772,NY,RANDOLPH,ATLANTIC
14774,NY,RICHBURG,ATLANTIC
14775,NY,RIPLEY,ATLANTIC
14777,NY,RUSHFORD,ATLANTIC
14778,NY,SAINT BONAVENTURE,ATLANTIC
14779,NY,SALAMANCA,ATLANTIC
14781,NY,SHERMAN,ATLANTIC
14782,NY,SINCLAIRVILLE,ATLANTIC
14783,NY,STEAMBURG,ATLANTIC
14784,NY,STOCKTON,ATLANTIC
14785,NY,STOW,ATLANTIC
14786,NY,WEST CLARKSVILLE,ATLANTIC
14787,NY,WESTFIELD,ATLANTIC
14788,NY,WESTONS MILLS,ATLANTIC
14801,NY,ADDISON,ATLANTIC
14802,NY,ALFRED,ATLANTIC
14802,NY,ALFRED,ATLANTIC
14803,NY,ALFRED STATION,ATLANTIC
14804,NY,ALMOND,ATLANTIC
14805,NY,ALPINE,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
14806,NY,ANDOVER,ATLANTIC
14807,NY,ARKPORT,ATLANTIC
14808,NY,ATLANTA,ATLANTIC
14809,NY,AVOCA,ATLANTIC
14810,NY,BATH,ATLANTIC
14812,NY,BEAVER DAMS,ATLANTIC
14813,NY,BELMONT,ATLANTIC
14814,NY,BIG FLATS,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
14887,NY,TYRONE,ATLANTIC
14816,NY,BREESPORT,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
14817,NY,BROOKTONDALE,ATLANTIC
14818,NY,BURDETT,ATLANTIC
14820,NY,CAMERON MILLS,ATLANTIC
14820,NY,CAMERON MILLS,ATLANTIC
14821,NY,CAMPBELL,ATLANTIC
14822,NY,CANASERAGA,ATLANTIC
14823,NY,CANISTEO,ATLANTIC
14843,NY,HORNELL,ATLANTIC
14824,NY,CAYUTA,ATLANTIC
14867,NY,NEWFIELD,ATLANTIC
14825,NY,CHEMUNG,ATLANTIC
14892,NY,WAVERLY,ATLANTIC
14826,NY,COHOCTON,ATLANTIC
14827,NY,COOPERS PLAINS,ATLANTIC
14830,NY,CORNING,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
14830,NY,CORNING,ATLANTIC
14836,NY,DALTON,ATLANTIC
14837,NY,DUNDEE,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
14838,NY,ERIN,ATLANTIC
14839,NY,GREENWOOD,ATLANTIC
14840,NY,HAMMONDSPORT,ATLANTIC
14841,NY,HECTOR,ATLANTIC
14842,NY,HIMROD,ATLANTIC
14843,NY,HORNELL,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
14845,NY,HORSEHEADS,ATLANTIC
14846,NY,HUNT,ATLANTIC
14847,NY,INTERLAKEN,ATLANTIC
14850,NY,ITHACA,ATLANTIC
14851,NY,ITHACA,ATLANTIC
14850,NY,ITHACA,ATLANTIC
14854,NY,JACKSONVILLE,ATLANTIC
14801,NY,ADDISON,ATLANTIC
14855,NY,JASPER,ATLANTIC
14856,NY,KANONA,ATLANTIC
14857,NY,LAKEMONT,ATLANTIC
14858,NY,LINDLEY,ATLANTIC
14859,NY,LOCKWOOD,ATLANTIC
14860,NY,LODI,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
14861,NY,LOWMAN,ATLANTIC
14863,NY,MECKLENBURG,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
14864,NY,MILLPORT,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
14865,NY,MONTOUR FALLS,ATLANTIC
14867,NY,NEWFIELD,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
14869,NY,ODESSA,ATLANTIC
14870,NY,PAINTED POST,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
14871,NY,PINE CITY,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
14872,NY,PINE VALLEY,ATLANTIC
14873,NY,PRATTSBURGH,ATLANTIC
14874,NY,PULTENEY,ATLANTIC
14876,NY,READING CENTER,ATLANTIC
14877,NY,REXVILLE,ATLANTIC
14837,NY,DUNDEE,ATLANTIC
14878,NY,ROCK STREAM,ATLANTIC
14821,NY,CAMPBELL,ATLANTIC
14879,NY,SAVONA,ATLANTIC
14880,NY,SCIO,ATLANTIC
14895,NY,WELLSVILLE,ATLANTIC
14881,NY,SLATERVILLE SPRINGS,ATLANTIC
14850,NY,ITHACA,ATLANTIC
14882,NY,LANSING,ATLANTIC
14883,NY,SPENCER,ATLANTIC
14884,NY,SWAIN,ATLANTIC
14885,NY,TROUPSBURG,ATLANTIC
14886,NY,TRUMANSBURG,ATLANTIC
14887,NY,TYRONE,ATLANTIC
14889,NY,VAN ETTEN,ATLANTIC
14891,NY,WATKINS GLEN,ATLANTIC
14892,NY,WAVERLY,ATLANTIC
14893,NY,WAYNE,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
14894,NY,WELLSBURG,ATLANTIC
14895,NY,WELLSVILLE,ATLANTIC
14877,NY,REXVILLE,ATLANTIC
14897,NY,WHITESVILLE,ATLANTIC
14801,NY,ADDISON,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
14903,NY,ELMIRA,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
14904,NY,ELMIRA,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
14901,NY,ELMIRA,ATLANTIC
15001,PA,ALIQUIPPA,ATLANTIC
15001,PA,ALIQUIPPA,ATLANTIC
15003,PA,AMBRIDGE,ATLANTIC
15004,PA,ATLASBURG,ATLANTIC
15005,PA,BADEN,ATLANTIC
15006,PA,BAIRDFORD,ATLANTIC
15007,PA,BAKERSTOWN,ATLANTIC
15009,PA,BEAVER,ATLANTIC
15010,PA,BEAVER FALLS,ATLANTIC
15010,PA,BEAVER FALLS,ATLANTIC
15012,PA,ROSTRAVER TOWNSHIP,ATLANTIC
15012,PA,BELLE VERNON,ATLANTIC
15014,PA,BRACKENRIDGE,ATLANTIC
15065,PA,NATRONA HEIGHTS,ATLANTIC
15015,PA,BRADFORDWOODS,ATLANTIC
15090,PA,WEXFORD,ATLANTIC
15017,PA,BRIDGEVILLE,ATLANTIC
15018,PA,BUENA VISTA,ATLANTIC
15019,PA,BULGER,ATLANTIC
15021,PA,BURGETTSTOWN,ATLANTIC
15020,PA,BUNOLA,ATLANTIC
15021,PA,BURGETTSTOWN,ATLANTIC
15022,PA,CHARLEROI,ATLANTIC
15024,PA,CHESWICK,ATLANTIC
15025,PA,CLAIRTON,ATLANTIC
15025,PA,CLAIRTON,ATLANTIC
15026,PA,CLINTON,ATLANTIC
15027,PA,CONWAY,ATLANTIC
15074,PA,ROCHESTER,ATLANTIC
15028,PA,COULTERS,ATLANTIC
15030,PA,CREIGHTON,ATLANTIC
15068,PA,NEW KENSINGTON,ATLANTIC
15031,PA,CUDDY,ATLANTIC
15032,PA,CURTISVILLE,ATLANTIC
15033,PA,DONORA,ATLANTIC
15062,PA,MONESSEN,ATLANTIC
15034,PA,DRAVOSBURG,ATLANTIC
15134,PA,MCKEESPORT,ATLANTIC
15035,PA,EAST MC KEESPORT,ATLANTIC
15137,PA,NORTH VERSAILLES,ATLANTIC
15037,PA,ELIZABETH,ATLANTIC
15038,PA,ELRAMA,ATLANTIC
15042,PA,FREEDOM,ATLANTIC
15043,PA,GEORGETOWN,ATLANTIC
15050,PA,HOOKSTOWN,ATLANTIC
15044,PA,GIBSONIA,ATLANTIC
15045,PA,GLASSPORT,ATLANTIC
15236,PA,PITTSBURGH,ATLANTIC
15001,PA,ALIQUIPPA,ATLANTIC
15046,PA,CRESCENT,ATLANTIC
15047,PA,GREENOCK,ATLANTIC
15049,PA,HARWICK,ATLANTIC
15050,PA,HOOKSTOWN,ATLANTIC
15051,PA,INDIANOLA,ATLANTIC
15052,PA,INDUSTRY,ATLANTIC
15059,PA,MIDLAND,ATLANTIC
15053,PA,JOFFRE,ATLANTIC
15054,PA,LANGELOTH,ATLANTIC
15055,PA,LAWRENCE,ATLANTIC
15003,PA,AMBRIDGE,ATLANTIC
15056,PA,LEETSDALE,ATLANTIC
15057,PA,MC DONALD,ATLANTIC
